"","Education","JoiningYear","City","PaymentTier","Age","Gender","EverBenched","ExperienceInCurrentDomain","LeaveOrNot"
"2389","Bachelors",2015,"Pune","2",29,"Female","Yes",1,"1"
"2390","Bachelors",2013,"Pune","3",26,"Male","No",4,"0"
"2391","Bachelors",2014,"New Delhi","3",30,"Male","No",1,"0"
"2392","Bachelors",2013,"Pune","2",26,"Male","No",4,"0"
"2393","Bachelors",2016,"Bangalore","3",26,"Male","No",4,"0"
"2394","Masters",2017,"New Delhi","2",28,"Female","No",2,"0"
"2395","Masters",2017,"New Delhi","2",27,"Male","No",5,"1"
"2396","Bachelors",2017,"Pune","2",29,"Female","No",1,"1"
"2397","Masters",2017,"New Delhi","2",28,"Female","No",1,"1"
"2399","Bachelors",2014,"Bangalore","3",29,"Female","No",1,"1"
"2400","Bachelors",2012,"Bangalore","3",28,"Male","No",1,"0"
"2401","Bachelors",2016,"Bangalore","3",27,"Male","No",5,"0"
"2402","Bachelors",2012,"Bangalore","3",28,"Female","No",1,"0"
"2403","Masters",2015,"Pune","2",30,"Female","No",2,"1"
"2404","Masters",2017,"New Delhi","2",28,"Male","No",2,"0"
"2405","Masters",2015,"Pune","2",29,"Female","No",1,"0"
"2406","Masters",2015,"Bangalore","3",26,"Male","No",4,"1"
"2407","Bachelors",2013,"Bangalore","3",26,"Male","No",4,"0"
"2408","Bachelors",2017,"Bangalore","3",29,"Female","No",1,"0"
"2409","Bachelors",2017,"Bangalore","3",27,"Male","Yes",5,"0"
"2411","Bachelors",2017,"New Delhi","3",27,"Female","No",5,"0"
"2413","Masters",2013,"New Delhi","3",27,"Female","No",5,"1"
"2414","Masters",2017,"New Delhi","3",27,"Male","Yes",5,"1"
"2415","Bachelors",2013,"Bangalore","3",30,"Male","No",2,"0"
"2416","Bachelors",2015,"Pune","2",27,"Female","Yes",5,"1"
"2417","Bachelors",2014,"Bangalore","3",26,"Male","No",4,"0"
"2418","Bachelors",2015,"Bangalore","2",27,"Female","No",5,"1"
"2419","Bachelors",2015,"Bangalore","3",30,"Male","No",2,"1"
"2420","Masters",2017,"Bangalore","2",27,"Male","No",5,"0"
"2421","Bachelors",2017,"Bangalore","3",30,"Male","No",2,"1"
"2422","Bachelors",2016,"Pune","2",30,"Female","No",2,"1"
"2424","Bachelors",2012,"Bangalore","3",26,"Male","No",4,"0"
"2425","Bachelors",2014,"Bangalore","3",27,"Male","No",5,"0"
"2426","Bachelors",2015,"Pune","3",29,"Female","No",2,"1"
"2427","Bachelors",2013,"New Delhi","3",26,"Male","No",4,"0"
"2428","Bachelors",2015,"Pune","2",29,"Female","No",2,"1"
"2429","Bachelors",2013,"Pune","3",28,"Male","No",2,"0"
"2430","Bachelors",2013,"Pune","2",27,"Male","No",5,"1"
"2431","Masters",2014,"New Delhi","3",28,"Male","No",1,"1"
"2432","Bachelors",2016,"New Delhi","3",27,"Female","No",5,"1"
"2435","Bachelors",2015,"Bangalore","3",27,"Female","No",5,"0"
"2437","Bachelors",2014,"New Delhi","3",28,"Female","No",2,"0"
"2438","Bachelors",2014,"Bangalore","3",27,"Male","No",5,"0"
"2439","Bachelors",2016,"Bangalore","3",29,"Female","No",1,"0"
"2440","Bachelors",2012,"Bangalore","3",29,"Female","No",1,"0"
"2441","Bachelors",2018,"Bangalore","3",29,"Male","Yes",2,"1"
"2443","Bachelors",2013,"Bangalore","3",30,"Male","Yes",1,"1"
"2444","Bachelors",2014,"Bangalore","3",27,"Male","No",5,"0"
"2445","Bachelors",2015,"New Delhi","3",29,"Female","Yes",1,"0"
"2446","Bachelors",2014,"Bangalore","3",30,"Female","No",1,"0"
"2448","Bachelors",2015,"Pune","3",27,"Female","No",5,"0"
"2449","Bachelors",2016,"Bangalore","3",30,"Male","No",1,"1"
"2450","Bachelors",2016,"Pune","3",26,"Female","No",4,"1"
"2451","Bachelors",2018,"New Delhi","3",27,"Female","Yes",5,"1"
"2452","Bachelors",2015,"Bangalore","3",26,"Male","No",4,"0"
"2453","Masters",2017,"New Delhi","2",27,"Male","No",5,"1"
"2454","Bachelors",2015,"Bangalore","3",26,"Male","No",4,"0"
"2455","Bachelors",2017,"Pune","3",26,"Female","No",4,"1"
"2456","Bachelors",2012,"Pune","1",27,"Male","No",5,"0"
"2457","Bachelors",2016,"Bangalore","3",26,"Male","No",4,"0"
"2458","PHD",2017,"Bangalore","3",28,"Female","No",1,"0"
"2459","Bachelors",2015,"Pune","3",29,"Female","No",1,"1"
"2460","Masters",2014,"New Delhi","3",30,"Male","Yes",2,"0"
"2461","Bachelors",2013,"Pune","3",26,"Male","No",4,"0"
"2462","Bachelors",2012,"Bangalore","3",27,"Male","No",5,"0"
"2463","Bachelors",2015,"Pune","3",28,"Male","No",1,"0"
"2464","Bachelors",2013,"Bangalore","3",26,"Male","No",4,"0"
"2465","Bachelors",2013,"New Delhi","3",26,"Male","No",4,"0"
"2468","Bachelors",2012,"Bangalore","3",27,"Male","No",5,"0"
"2469","Bachelors",2018,"Bangalore","3",30,"Male","Yes",1,"1"
"2470","Bachelors",2012,"Bangalore","3",26,"Female","No",4,"0"
"2471","Masters",2017,"New Delhi","3",29,"Female","No",2,"0"
"2472","Bachelors",2014,"Bangalore","3",29,"Male","No",2,"0"
"2473","Bachelors",2017,"New Delhi","3",28,"Male","No",1,"0"
"2476","Bachelors",2014,"Bangalore","1",28,"Male","No",1,"0"
"2477","Bachelors",2016,"Bangalore","3",28,"Male","No",1,"0"
"2478","Bachelors",2014,"Pune","3",26,"Male","No",4,"0"
"2479","Bachelors",2012,"Pune","3",26,"Male","No",4,"0"
"2480","Bachelors",2015,"Bangalore","3",28,"Male","No",2,"0"
"2481","Bachelors",2014,"Bangalore","3",28,"Male","No",1,"0"
"2482","Bachelors",2016,"Bangalore","3",27,"Male","No",5,"0"
"2483","PHD",2012,"New Delhi","1",29,"Female","No",2,"0"
"2484","Bachelors",2013,"Bangalore","3",30,"Female","No",2,"1"
"2485","Bachelors",2016,"Bangalore","3",26,"Male","No",4,"0"
"2487","Masters",2013,"New Delhi","2",26,"Male","No",4,"1"
"2488","Bachelors",2017,"Bangalore","3",27,"Male","No",5,"0"
"2489","Bachelors",2013,"Pune","3",27,"Female","No",5,"0"
"2490","PHD",2015,"New Delhi","3",28,"Male","No",2,"0"
"2491","Masters",2017,"Pune","2",28,"Male","No",2,"0"
"2492","Bachelors",2014,"Pune","3",28,"Male","No",4,"0"
"2493","Bachelors",2016,"Bangalore","3",29,"Female","No",1,"1"
"2494","Bachelors",2017,"Bangalore","3",26,"Female","No",4,"1"
"2495","Bachelors",2015,"Bangalore","3",30,"Male","No",0,"0"
"2496","Masters",2012,"New Delhi","3",30,"Male","No",2,"0"
"2498","Bachelors",2014,"New Delhi","3",27,"Female","No",5,"0"
"2499","Bachelors",2017,"New Delhi","2",28,"Female","No",0,"0"
"2501","Bachelors",2015,"Pune","3",29,"Female","No",3,"1"
"2502","Masters",2017,"Pune","2",30,"Male","No",0,"1"
"2504","Masters",2014,"Pune","3",30,"Male","No",0,"1"
"2505","Bachelors",2013,"Pune","3",29,"Male","Yes",2,"0"
"2506","Bachelors",2017,"Bangalore","3",28,"Male","No",3,"0"
"2507","Masters",2018,"New Delhi","3",27,"Male","Yes",5,"1"
"2508","Masters",2017,"New Delhi","2",26,"Female","Yes",4,"1"
"2509","Bachelors",2012,"Bangalore","3",30,"Female","No",0,"1"
"2510","Bachelors",2012,"Bangalore","3",29,"Female","No",4,"0"
"2511","Bachelors",2014,"Bangalore","3",29,"Male","No",1,"0"
"2512","Bachelors",2016,"Bangalore","3",27,"Male","No",5,"0"
"2514","Bachelors",2014,"Bangalore","3",26,"Male","No",4,"0"
"2516","Bachelors",2014,"Bangalore","3",29,"Male","No",0,"0"
"2517","Masters",2013,"Bangalore","3",30,"Male","No",5,"1"
"2519","Bachelors",2014,"Bangalore","3",27,"Male","No",5,"0"
"2520","PHD",2015,"Pune","2",30,"Female","No",4,"0"
"2521","Masters",2014,"Bangalore","3",30,"Male","No",4,"1"
"2522","Masters",2017,"New Delhi","2",27,"Male","No",5,"1"
"2523","Bachelors",2013,"Pune","3",30,"Male","No",0,"0"
"2524","Masters",2017,"Pune","2",30,"Male","No",0,"0"
"2525","Masters",2017,"New Delhi","2",29,"Female","No",2,"0"
"2526","Masters",2017,"New Delhi","2",29,"Male","No",2,"0"
"2527","Bachelors",2014,"Bangalore","1",27,"Male","No",5,"1"
"2528","Bachelors",2012,"Bangalore","3",27,"Female","No",5,"0"
"2529","Bachelors",2017,"Bangalore","3",27,"Male","No",5,"0"
"2531","Bachelors",2015,"Bangalore","3",29,"Female","No",1,"0"
"2532","Bachelors",2014,"Pune","3",26,"Female","No",4,"1"
"2533","Masters",2016,"Pune","3",28,"Male","No",2,"0"
"2534","Bachelors",2015,"New Delhi","3",28,"Female","No",4,"0"
"2535","Bachelors",2015,"Bangalore","3",30,"Male","No",0,"0"
"2536","Bachelors",2014,"Bangalore","3",28,"Female","No",3,"0"
"2537","Bachelors",2017,"Bangalore","3",28,"Male","No",4,"0"
"2540","Bachelors",2015,"Pune","2",28,"Female","No",2,"1"
"2541","Masters",2013,"Pune","3",27,"Female","Yes",5,"1"
"2542","Bachelors",2016,"Bangalore","3",27,"Male","No",5,"1"
"2543","Bachelors",2012,"Pune","3",29,"Male","No",1,"0"
"2544","Bachelors",2015,"Pune","2",28,"Female","No",0,"1"
"2545","Bachelors",2018,"Pune","3",30,"Male","Yes",3,"1"
"2546","Bachelors",2016,"Bangalore","3",29,"Male","No",5,"0"
"2547","Masters",2013,"New Delhi","2",27,"Female","No",5,"1"
"2548","Masters",2017,"New Delhi","2",30,"Male","No",2,"0"
"2549","Bachelors",2012,"New Delhi","3",26,"Male","No",4,"0"
"2550","Bachelors",2016,"Bangalore","3",30,"Male","No",2,"1"
"2551","Bachelors",2017,"New Delhi","2",29,"Male","No",3,"1"
"2552","Bachelors",2017,"Pune","2",28,"Male","No",3,"0"
"2553","Bachelors",2013,"Bangalore","3",27,"Male","No",5,"0"
"2554","Bachelors",2013,"Bangalore","3",29,"Male","Yes",4,"0"
"2555","Bachelors",2013,"Bangalore","3",30,"Male","No",5,"0"
"2556","Bachelors",2015,"Bangalore","3",26,"Male","No",4,"0"
"2557","Bachelors",2015,"Pune","2",26,"Female","No",4,"1"
"2558","Bachelors",2012,"Bangalore","3",29,"Male","Yes",2,"1"
"2559","Masters",2015,"Bangalore","3",28,"Male","No",0,"1"
"2560","Bachelors",2014,"New Delhi","3",29,"Female","No",2,"0"
"2561","Masters",2015,"Pune","3",29,"Female","No",4,"0"
"2562","Bachelors",2013,"Bangalore","3",27,"Male","No",5,"0"
"2563","Bachelors",2013,"Pune","3",27,"Female","No",5,"1"
"2564","Bachelors",2017,"Bangalore","3",30,"Male","No",1,"1"
"2567","Bachelors",2013,"Bangalore","3",26,"Female","No",4,"0"
"2568","Bachelors",2014,"Bangalore","3",28,"Male","No",5,"0"
"2569","Bachelors",2017,"Bangalore","1",28,"Female","No",0,"1"
"2570","Bachelors",2016,"Bangalore","3",27,"Male","Yes",5,"0"
"2572","Masters",2013,"New Delhi","3",30,"Male","No",2,"1"
"2573","Masters",2013,"New Delhi","1",29,"Female","No",2,"1"
"2574","Bachelors",2017,"Bangalore","3",26,"Male","No",4,"0"
"2575","Bachelors",2015,"Pune","3",28,"Male","No",3,"0"
"2577","Masters",2017,"New Delhi","2",28,"Female","No",2,"0"
"2578","Masters",2017,"New Delhi","2",30,"Female","No",2,"0"
"2579","PHD",2013,"New Delhi","3",27,"Female","No",5,"0"
"2580","Bachelors",2016,"Pune","3",26,"Male","No",4,"0"
"2581","Bachelors",2017,"New Delhi","2",26,"Female","No",4,"0"
"2585","Bachelors",2014,"Bangalore","3",26,"Male","No",4,"1"
"2586","Bachelors",2016,"Bangalore","3",27,"Male","Yes",5,"0"
"2588","Bachelors",2015,"Pune","3",29,"Male","No",1,"0"
"2589","Bachelors",2018,"Bangalore","3",26,"Male","No",4,"1"
"2590","Bachelors",2012,"Bangalore","3",26,"Female","No",4,"0"
"2591","Bachelors",2017,"Bangalore","3",27,"Male","Yes",5,"0"
"2592","Bachelors",2015,"Pune","3",30,"Female","No",0,"1"
"2593","Bachelors",2017,"Bangalore","3",30,"Male","No",3,"0"
"2594","PHD",2012,"New Delhi","3",29,"Male","No",5,"0"
"2595","Bachelors",2016,"Pune","3",29,"Male","No",5,"0"
"2596","Bachelors",2014,"Bangalore","3",26,"Female","Yes",4,"0"
"2597","PHD",2014,"New Delhi","3",28,"Female","No",0,"0"
"2598","Bachelors",2018,"Bangalore","3",28,"Male","No",1,"1"
"2599","Bachelors",2013,"New Delhi","3",27,"Female","Yes",5,"0"
"2600","Bachelors",2013,"Bangalore","3",28,"Male","No",2,"0"
"2601","Bachelors",2018,"Bangalore","3",29,"Male","No",0,"1"
"2602","Bachelors",2016,"Bangalore","3",29,"Male","No",3,"0"
"2603","Bachelors",2018,"Pune","3",30,"Female","No",2,"1"
"2604","Bachelors",2013,"Bangalore","3",26,"Male","No",4,"0"
"2605","Bachelors",2014,"Pune","3",29,"Male","No",3,"0"
"2606","Bachelors",2013,"Pune","3",30,"Male","No",4,"0"
"2607","Masters",2015,"New Delhi","3",29,"Male","No",2,"0"
"2608","Bachelors",2018,"Pune","3",27,"Male","No",5,"1"
"2609","Bachelors",2016,"Bangalore","3",28,"Male","No",2,"0"
"2612","Bachelors",2016,"Bangalore","3",28,"Female","No",1,"0"
"2613","Bachelors",2017,"New Delhi","3",26,"Female","No",4,"0"
"2614","Bachelors",2014,"Pune","2",29,"Female","No",1,"1"
"2615","PHD",2013,"New Delhi","3",30,"Female","No",2,"0"
"2616","Bachelors",2016,"Bangalore","3",28,"Male","Yes",3,"0"
"2617","Bachelors",2015,"Bangalore","3",28,"Male","No",1,"0"
"2618","Bachelors",2016,"Pune","3",28,"Male","No",5,"0"
"2619","Bachelors",2017,"Pune","2",28,"Female","No",1,"1"
"2621","Masters",2012,"New Delhi","3",27,"Male","No",5,"0"
"2622","Masters",2017,"New Delhi","3",29,"Female","Yes",2,"0"
"2623","Bachelors",2018,"New Delhi","3",29,"Female","No",2,"1"
"2624","Bachelors",2018,"Bangalore","3",29,"Male","No",0,"1"
"2625","Bachelors",2012,"Bangalore","3",28,"Female","No",0,"0"
"2626","Bachelors",2015,"Pune","2",28,"Female","No",0,"1"
"2627","Masters",2017,"New Delhi","2",27,"Female","No",5,"1"
"2628","Bachelors",2018,"Pune","3",28,"Female","No",5,"1"
"2631","Bachelors",2014,"New Delhi","2",29,"Female","No",3,"1"
"2632","Masters",2014,"Pune","3",26,"Male","No",4,"1"
"2633","Bachelors",2017,"Pune","3",27,"Male","No",5,"0"
"2636","Bachelors",2012,"Bangalore","3",29,"Male","No",2,"1"
"2637","Bachelors",2014,"Pune","3",26,"Male","No",4,"0"
"2638","Bachelors",2013,"Bangalore","3",26,"Female","No",4,"0"
"2639","Masters",2017,"New Delhi","2",30,"Female","No",2,"1"
"2640","Bachelors",2012,"Pune","3",29,"Male","No",0,"0"
"2641","Bachelors",2015,"Pune","1",30,"Female","No",0,"1"
"2642","Bachelors",2017,"Bangalore","3",28,"Male","No",3,"0"
"2643","Bachelors",2013,"Bangalore","3",28,"Male","No",5,"0"
"2644","Bachelors",2017,"Pune","2",30,"Female","No",4,"1"
"2645","Bachelors",2017,"Pune","2",28,"Male","No",5,"0"
"2646","Bachelors",2014,"New Delhi","3",27,"Female","No",5,"1"
"2648","Bachelors",2013,"Bangalore","3",29,"Female","No",5,"0"
"2650","Bachelors",2017,"Pune","2",28,"Female","No",3,"1"
"2651","Bachelors",2015,"Bangalore","1",29,"Male","No",4,"0"
"2652","Bachelors",2013,"Bangalore","2",30,"Male","No",0,"1"
"2653","PHD",2018,"Bangalore","3",28,"Male","No",2,"1"
"2657","Bachelors",2012,"Bangalore","3",29,"Male","No",5,"0"
"2658","Bachelors",2012,"Bangalore","3",27,"Female","No",5,"0"
"2659","Bachelors",2015,"Bangalore","3",26,"Female","No",4,"0"
"2660","Bachelors",2016,"Pune","3",27,"Male","No",5,"0"
"2661","Bachelors",2013,"Bangalore","3",27,"Female","No",5,"0"
"2662","Bachelors",2013,"Pune","3",28,"Male","No",0,"0"
"2663","Bachelors",2014,"Pune","3",29,"Male","No",1,"0"
"2664","Bachelors",2017,"New Delhi","2",27,"Male","No",5,"0"
"2665","Bachelors",2013,"New Delhi","3",27,"Female","No",5,"0"
"2666","Bachelors",2017,"Pune","3",30,"Male","No",5,"0"
"2667","Bachelors",2013,"Pune","3",27,"Male","No",5,"0"
"2668","Bachelors",2012,"New Delhi","3",30,"Female","Yes",3,"0"
"2669","Bachelors",2013,"Pune","2",30,"Male","No",1,"1"
"2672","Bachelors",2015,"Pune","2",27,"Female","Yes",5,"1"
"2673","Masters",2017,"New Delhi","2",29,"Male","No",1,"0"
"2674","Bachelors",2013,"New Delhi","3",28,"Female","No",3,"0"
"2675","Masters",2012,"Pune","3",29,"Male","No",4,"1"
"2676","Bachelors",2014,"New Delhi","3",28,"Female","No",3,"0"
"2677","Bachelors",2018,"Bangalore","3",27,"Male","Yes",5,"1"
"2678","Bachelors",2012,"Bangalore","3",29,"Male","No",1,"0"
"2680","Bachelors",2014,"Bangalore","3",30,"Male","No",2,"1"
"2681","Bachelors",2014,"New Delhi","3",29,"Male","No",4,"0"
"2682","Bachelors",2015,"Pune","2",26,"Female","No",4,"1"
"2683","Bachelors",2014,"Bangalore","3",27,"Female","No",5,"0"
"2684","Masters",2013,"New Delhi","2",26,"Male","No",4,"1"
"2685","Bachelors",2013,"New Delhi","3",29,"Female","No",2,"0"
"2686","Bachelors",2016,"Bangalore","2",30,"Female","No",4,"1"
"2687","Bachelors",2017,"New Delhi","3",29,"Female","No",0,"0"
"2688","Bachelors",2018,"Bangalore","3",28,"Male","No",3,"1"
"2689","Bachelors",2014,"Bangalore","3",29,"Male","No",4,"0"
"2690","Masters",2017,"New Delhi","2",30,"Female","No",2,"0"
"2691","Bachelors",2018,"Bangalore","3",29,"Male","Yes",2,"1"
"2692","Bachelors",2017,"New Delhi","2",28,"Female","No",1,"0"
"2693","Bachelors",2013,"Bangalore","2",27,"Female","No",5,"1"
"2694","Bachelors",2015,"Bangalore","3",30,"Male","No",4,"0"
"2695","Bachelors",2012,"Bangalore","3",26,"Male","No",4,"0"
"2697","Masters",2017,"Bangalore","2",30,"Male","No",3,"0"
"2699","Bachelors",2014,"Bangalore","3",28,"Male","No",3,"0"
"2700","Masters",2017,"New Delhi","3",27,"Male","No",5,"1"
"2702","Bachelors",2017,"New Delhi","3",27,"Male","No",5,"0"
"2704","Bachelors",2015,"Bangalore","3",29,"Female","No",0,"0"
"2705","Bachelors",2015,"Pune","2",27,"Female","Yes",5,"1"
"2706","Bachelors",2013,"Bangalore","3",26,"Female","No",4,"0"
"2708","Bachelors",2017,"Bangalore","3",30,"Male","No",4,"0"
"2709","PHD",2017,"New Delhi","3",27,"Male","No",5,"0"
"2710","PHD",2013,"Bangalore","3",27,"Male","No",5,"0"
"2713","Masters",2017,"Pune","2",29,"Female","Yes",2,"1"
"2714","Bachelors",2015,"Pune","3",27,"Male","No",5,"0"
"2715","Bachelors",2012,"Bangalore","3",27,"Female","No",5,"0"
"2716","Masters",2018,"Pune","3",26,"Male","No",4,"1"
"2717","Bachelors",2012,"New Delhi","1",27,"Female","No",5,"1"
"2718","Masters",2017,"Pune","2",27,"Male","Yes",5,"1"
"2719","Bachelors",2015,"Pune","1",28,"Female","No",0,"1"
"2720","Bachelors",2014,"Bangalore","3",29,"Male","No",4,"1"
"2721","Bachelors",2017,"New Delhi","3",29,"Female","No",3,"0"
"2722","PHD",2015,"Pune","2",26,"Female","No",4,"0"
"2723","Bachelors",2017,"Bangalore","3",30,"Female","No",5,"0"
"2724","Bachelors",2016,"Pune","3",26,"Male","No",4,"0"
"2726","Bachelors",2012,"Pune","2",29,"Female","No",2,"1"
"2727","Bachelors",2018,"Bangalore","3",30,"Male","Yes",2,"1"
"2728","Bachelors",2016,"Bangalore","3",27,"Male","No",5,"0"
"2729","Bachelors",2015,"Bangalore","3",26,"Male","No",4,"0"
"2730","Bachelors",2018,"Bangalore","2",28,"Female","No",3,"1"
"2731","Bachelors",2012,"Bangalore","3",28,"Male","No",0,"1"
"2733","Bachelors",2012,"Bangalore","3",28,"Female","Yes",0,"0"
"2734","Masters",2014,"New Delhi","3",28,"Male","No",2,"0"
"2735","Bachelors",2012,"Bangalore","3",26,"Female","No",4,"0"
"2736","Bachelors",2015,"Pune","3",27,"Male","No",5,"0"
"2737","Bachelors",2016,"Bangalore","3",28,"Male","Yes",2,"0"
"2738","Bachelors",2018,"Pune","3",29,"Male","Yes",3,"1"
"2739","Bachelors",2014,"New Delhi","3",29,"Male","Yes",4,"0"
"2740","Bachelors",2015,"Bangalore","3",29,"Male","No",1,"0"
"2741","Masters",2018,"Bangalore","3",27,"Male","Yes",5,"1"
"2742","Bachelors",2014,"Bangalore","3",28,"Male","No",5,"0"
"2744","Bachelors",2017,"Pune","2",27,"Male","No",5,"0"
"2745","Bachelors",2014,"Bangalore","3",28,"Male","No",4,"0"
"2746","Bachelors",2017,"New Delhi","2",26,"Male","No",4,"0"
"2747","Bachelors",2017,"Pune","3",29,"Female","No",0,"1"
"2750","Bachelors",2017,"Pune","2",26,"Female","No",4,"1"
"2751","Bachelors",2014,"Bangalore","3",30,"Male","No",1,"0"
"2752","Bachelors",2018,"Bangalore","3",29,"Male","No",2,"1"
"2753","Masters",2013,"Bangalore","3",30,"Male","No",2,"1"
"2755","Bachelors",2016,"New Delhi","3",26,"Female","No",4,"0"
"2757","Bachelors",2015,"New Delhi","3",30,"Female","Yes",1,"0"
"2758","Bachelors",2013,"Pune","3",30,"Male","No",0,"0"
"2759","Bachelors",2015,"Pune","3",27,"Male","No",5,"0"
"2761","PHD",2018,"New Delhi","3",30,"Male","No",2,"1"
"2763","Bachelors",2013,"Bangalore","3",30,"Male","Yes",0,"0"
"2764","Bachelors",2017,"Bangalore","3",27,"Male","No",5,"1"
"2766","Bachelors",2013,"Pune","3",28,"Male","No",5,"0"
"2768","Bachelors",2015,"Pune","2",30,"Female","No",1,"1"
"2769","Masters",2013,"New Delhi","2",26,"Male","No",4,"1"
"2770","Bachelors",2016,"Bangalore","3",26,"Male","No",4,"0"
"2771","Masters",2012,"Pune","3",27,"Male","Yes",5,"1"
"2772","Bachelors",2017,"Bangalore","3",27,"Female","No",5,"0"
"2773","Bachelors",2013,"Bangalore","3",30,"Male","No",1,"0"
"2774","Bachelors",2014,"New Delhi","3",27,"Male","No",5,"0"
"2775","Masters",2013,"Bangalore","3",30,"Male","No",1,"1"
"2777","Bachelors",2016,"Bangalore","3",28,"Male","No",3,"0"
"2778","Masters",2017,"New Delhi","3",29,"Female","No",2,"0"
"2779","Bachelors",2014,"New Delhi","3",26,"Male","No",4,"0"
"2783","Masters",2016,"New Delhi","3",30,"Male","No",2,"0"
"2784","Masters",2017,"New Delhi","3",30,"Male","No",3,"1"
"2787","Bachelors",2013,"Pune","3",26,"Male","No",4,"0"
"2788","Bachelors",2017,"Bangalore","1",30,"Male","No",2,"0"
"2790","Bachelors",2013,"Pune","1",30,"Female","Yes",1,"1"
"2791","Bachelors",2013,"Bangalore","3",30,"Female","No",5,"0"
"2794","Masters",2012,"New Delhi","3",26,"Female","No",4,"0"
"2795","Bachelors",2013,"Pune","2",26,"Male","Yes",4,"0"
"2797","PHD",2018,"New Delhi","2",30,"Female","No",4,"1"
"2798","Bachelors",2017,"Bangalore","3",29,"Male","No",3,"0"
"2799","Bachelors",2013,"Bangalore","3",28,"Male","No",1,"0"
"2800","Bachelors",2012,"Bangalore","3",28,"Male","Yes",2,"0"
"2802","Bachelors",2017,"New Delhi","2",26,"Female","No",4,"0"
"2804","Bachelors",2012,"Pune","3",29,"Male","No",5,"0"
"2805","Bachelors",2014,"Bangalore","3",27,"Male","No",5,"0"
"2806","Bachelors",2015,"Bangalore","3",29,"Male","No",4,"0"
"2807","Bachelors",2014,"Bangalore","3",29,"Male","No",3,"1"
"2808","Bachelors",2018,"Bangalore","3",28,"Male","No",0,"1"
"2809","Bachelors",2012,"Bangalore","3",27,"Male","No",5,"1"
"2810","Bachelors",2017,"New Delhi","2",26,"Male","No",4,"0"
"2811","Bachelors",2014,"Pune","2",29,"Female","No",1,"1"
"2812","Bachelors",2017,"Bangalore","3",29,"Male","No",4,"0"
"2814","Bachelors",2017,"Bangalore","3",28,"Male","No",5,"0"
"2815","Bachelors",2017,"Bangalore","3",29,"Male","No",0,"0"
"2817","Bachelors",2017,"New Delhi","2",26,"Female","No",4,"0"
"2818","Masters",2017,"New Delhi","2",30,"Female","No",2,"0"
"2819","Bachelors",2015,"Pune","2",29,"Female","No",4,"1"
"2820","Bachelors",2014,"Pune","3",29,"Female","No",1,"1"
"2821","Bachelors",2012,"Bangalore","3",28,"Male","No",2,"0"
"2822","Bachelors",2012,"Bangalore","3",28,"Female","No",4,"0"
"2823","Bachelors",2017,"Bangalore","3",29,"Female","No",5,"0"
"2825","Masters",2012,"Pune","3",26,"Male","No",4,"1"
"2826","Bachelors",2018,"Bangalore","3",28,"Male","No",5,"1"
"2827","Bachelors",2017,"New Delhi","3",30,"Male","No",5,"0"
"2828","Bachelors",2012,"New Delhi","3",27,"Female","No",5,"0"
"2829","Bachelors",2017,"New Delhi","3",26,"Female","No",4,"0"
"2830","Bachelors",2014,"Bangalore","3",27,"Male","Yes",5,"0"
"2831","Bachelors",2014,"Bangalore","3",30,"Male","No",0,"0"
"2832","Bachelors",2014,"New Delhi","3",30,"Female","No",2,"0"
"2833","Bachelors",2012,"New Delhi","3",29,"Female","No",5,"0"
"2835","Bachelors",2015,"Bangalore","3",27,"Male","No",5,"0"
"2839","Masters",2017,"New Delhi","3",26,"Female","No",4,"0"
"2840","Masters",2012,"New Delhi","3",29,"Male","No",2,"0"
"2842","Bachelors",2012,"Pune","3",26,"Male","No",4,"0"
"2843","Bachelors",2017,"Bangalore","3",28,"Female","No",2,"1"
"2844","Bachelors",2013,"New Delhi","3",30,"Female","No",3,"1"
"2845","Masters",2017,"Pune","2",26,"Female","No",4,"1"
"2846","Bachelors",2013,"Bangalore","3",26,"Female","No",4,"0"
"2847","Masters",2017,"New Delhi","2",28,"Female","No",2,"0"
"2848","Bachelors",2017,"New Delhi","2",27,"Male","No",5,"0"
"2849","PHD",2018,"Bangalore","3",27,"Male","No",5,"1"
"2850","Bachelors",2013,"Bangalore","3",30,"Female","No",1,"0"
"2851","Masters",2013,"New Delhi","3",30,"Male","No",0,"1"
"2852","Masters",2018,"New Delhi","3",26,"Female","No",4,"1"
"2853","Masters",2015,"New Delhi","3",30,"Male","No",2,"0"
"2854","Bachelors",2012,"Bangalore","3",29,"Male","No",4,"0"
"2857","Bachelors",2016,"Pune","2",29,"Male","No",3,"1"
"2858","Bachelors",2015,"Pune","2",27,"Female","Yes",5,"1"
"2859","Bachelors",2014,"Bangalore","3",29,"Male","No",4,"0"
"2860","Bachelors",2014,"Bangalore","3",27,"Male","No",5,"0"
"2861","Bachelors",2018,"Pune","3",28,"Male","No",5,"1"
"2862","Bachelors",2012,"Bangalore","3",28,"Female","No",0,"0"
"2864","Masters",2015,"Pune","2",27,"Female","No",5,"0"
"2865","Bachelors",2013,"Bangalore","3",26,"Female","No",4,"0"
"2866","Bachelors",2014,"Pune","3",29,"Female","No",4,"1"
"2867","Masters",2016,"New Delhi","3",30,"Male","No",3,"0"
"2868","Bachelors",2014,"Pune","1",26,"Female","No",4,"1"
"2869","Bachelors",2012,"Pune","2",27,"Female","No",5,"1"
"2870","Bachelors",2017,"Pune","3",30,"Male","No",0,"0"
